fecha,texto,emocion
2022-07-23,Necesito delegar tareas pero me falta energía.,estrés
2021-11-16,Qué entusiasmado día para una caminata al aire libre.,felicidad
2024-08-09,Qué pleno día para una conversación significativa.,felicidad
2021-04-15,Mi jefe me hizo sentir irritado al confrontar a alguien.,enojo
2024-04-17,Mi mente no deja de pensar en la situación económica.,ansiedad
2020-09-07,Mi pareja me hizo sentir indignado al confrontar a alguien.,enojo
2024-05-02,Hoy descubrí una caminata al aire libre y me siento agradecido.,felicidad
2023-09-03,Mi jefe me hizo sentir resentido al tomar decisiones.,enojo
2020-05-19,No soporto cuando me criticaron sin razón.,enojo
2021-12-04,No soporto cuando no cumplieron su promesa.,enojo
2023-07-10,Compartí un momento de paz siempre me alegra.,felicidad
2023-01-03,Entre los estudios y los quehaceres domésticos no puedo concentrarme!,estrés
2023-08-25,No puedo dejar de pensar en me criticaron sin razón.,tristeza
2021-12-25,No soporto cuando no cumplieron su promesa.,enojo
2023-07-20,Estoy exasperado porque rompieron mis pertenencias.,enojo
2023-06-02,Qué agradecido día para un logro personal.,felicidad
2023-10-01,No puedo dejar de pensar en rompieron mis pertenencias.,tristeza
2021-11-14,Tengo miedo de que fracase.,ansiedad
2024-11-09,Disfruté un momento de paz siempre me inspira.,felicidad
2022-06-02,No puedo tomar decisiones sin sentir temblores.,ansiedad
2020-09-07,Qué eufórico día para un tiempo con mi familia.,felicidad
2020-01-29,Mi jefe me hizo sentir resentido al confrontar a alguien.,enojo
2024-10-14,Me siento nostálgico desde que mudaron lejos.,tristeza
2022-03-15,Entre los estudios y el proyecto final no puedo concentrarme.,estrés
2023-12-31,Mi mente no deja de pensar en lo que dijeron de mí.,ansiedad
2023-01-07,Un vacío en el pecho cuando escucho esa canción.,tristeza
2024-06-22,Mi jefe me hizo sentir resentido al tomar decisiones.,enojo
2024-04-03,Qué agradecido día para un logro personal.,felicidad
2022-12-29,No puedo confrontar a alguien sin sentir palpitaciones.,ansiedad
2023-10-14,Necesito organizarme mejor pero me falta energía.,estrés
2022-10-02,Necesito delegar tareas pero no me escuchan.,estrés
2024-10-02,El plazos ajustados me tiene al límite.,estrés
2023-11-05,Tengo miedo de que pierda el control.,ansiedad
2020-06-07,Necesito organizarme mejor pero no me escuchan!,estrés
2023-07-09,Entre los estudios y el proyecto final no puedo dormir bien...,estrés
2022-08-08,Me siento abatido desde que mudaron lejos.,tristeza
2022-01-26,No puedo confrontar a alguien sin sentir temblores.,ansiedad
2020-09-14,Hoy experimenté un logro personal y me siento eufórico.,felicidad
2023-11-04,No puedo dejar de pensar en no cumplieron su promesa.,tristeza
2022-10-20,Estoy indignado porque no cumplieron su promesa.,enojo
2021-06-17,No puedo dejar de pensar en me criticaron sin razón.,tristeza
2021-01-25,Necesito delegar tareas pero me falta energía.,estrés
2022-05-26,No soporto cuando me ignoraron en la reunión.,enojo
2021-01-25,Una opresión en el pecho cuando recuerdo lo sucedido.,tristeza
2021-11-23,No soporto cuando me ignoraron en la reunión.,enojo
2020-10-15,Un dolor sordo en el pecho cuando pienso en el futuro.,tristeza
2024-10-17,Entre el trabajo y el proyecto final no puedo dormir bien.,estrés
2023-04-30,Necesito delegar tareas pero me falta energía.,estrés
2023-10-21,No soporto cuando rompieron mis pertenencias.,enojo
2022-02-11,Necesito organizarme mejor pero no tengo tiempo.,estrés
2021-07-23,Tengo miedo de que fracase.,ansiedad
2024-12-18,Compartí una caminata al aire libre siempre me llena de energía.,felicidad
2020-06-06,Mi pareja me hizo sentir indignado al tomar decisiones.,enojo
2020-10-13,Un dolor sordo en el pecho cuando escucho esa canción.,tristeza
2022-03-13,Mi mente no deja de pensar en la situación económica.,ansiedad
2022-08-21,No puedo confrontar a alguien sin sentir mareos.,ansiedad
2021-06-05,Hoy descubrí un tiempo con mi familia y me siento pleno.,felicidad
2021-12-30,Mi mente no deja de pensar en la situación económica.,ansiedad
2022-03-12,Tengo miedo de que me juzguen.,ansiedad
2024-11-12,Mi mente no deja de pensar en la situación económica.,ansiedad
2020-06-12,Necesito un descanso pero no tengo tiempo.,estrés
2022-02-24,No puedo hablar en público sin sentir sudores fríos.,ansiedad
2021-01-11,Un vacío en el pecho cuando recuerdo lo sucedido.,tristeza
2024-02-13,Entre los estudios y el proyecto final no puedo relajarme.,estrés
2023-03-09,No puedo dejar de pensar en me criticaron sin razón.,tristeza
2022-04-01,Me siento abatido desde que terminó nuestra relación.,tristeza
2022-11-24,Hoy compartí una conversación significativa y me siento pleno.,felicidad
2022-07-12,El ruido constante me tiene al límite.,estrés
2023-08-15,Un desconocido me hizo sentir resentido al tomar decisiones.,enojo
2021-09-26,El jefe exigente me tiene al límite.,estrés
2021-06-03,Experimenté una conversación significativa siempre me motiva.,felicidad
2024-09-30,El plazos ajustados me tiene al límite.,estrés
2020-12-13,Necesito un descanso pero no me escuchan.,estrés
2020-07-15,Hoy disfruté un tiempo con mi familia y me siento pleno.,felicidad
2021-02-07,Un peso en el pecho cuando escucho esa canción.,tristeza
2023-04-06,Qué optimista día para un tiempo con mi familia.,felicidad
2020-02-03,Tengo miedo de que pierda el control.,ansiedad
2020-03-16,Necesito organizarme mejor pero no me escuchan.,estrés
2024-05-28,Estoy resentido porque rompieron mis pertenencias.,enojo
2022-11-06,Estoy exasperado porque me ignoraron en la reunión...,enojo
2024-08-03,No puedo dejar de pensar en rompieron mis pertenencias.,tristeza
2020-01-24,Tengo miedo de que fracase.,ansiedad
2022-09-03,Un vacío en el pecho cuando pienso en el futuro.,tristeza
2021-02-17,Necesito organizarme mejor pero me falta energía.,estrés
2020-07-17,El tráfico me tiene al límite.,estrés
2020-06-08,Estoy irritado porque me criticaron sin razón.,enojo
2021-11-13,Descubrí una conversación significativa siempre me da paz.,felicidad
2024-05-06,Un vacío en el pecho cuando recuerdo lo sucedido.,tristeza
2021-07-16,Mi vecino me hizo sentir resentido al hablar en público.,enojo
2020-09-13,Descubrí un tiempo con mi familia siempre me motiva.,felicidad
2024-05-14,Descubrí un momento de paz siempre me inspira.,felicidad
2022-02-24,Mi mente no deja de pensar en lo que dijeron de mí.,ansiedad
2024-02-14,Qué pleno día para un logro personal.,felicidad
2022-07-25,Hoy disfruté una conversación significativa y me siento pleno.,felicidad
2021-04-28,Me siento abatido desde que terminó nuestra relación.,tristeza
2020-02-25,No puedo hablar en público sin sentir temblores.,ansiedad
2023-05-06,Necesito pedir ayuda pero no me escuchan.,estrés
2021-11-21,Estoy irritado porque me ignoraron en la reunión.,enojo
2024-11-04,Estoy indignado porque rompieron mis pertenencias.,enojo
2023-12-26,Entre el cuidado de los niños y el proyecto final no puedo dormir bien.,estrés
2023-05-20,Mi mente no deja de pensar en la situación económica.,ansiedad
2020-10-22,No soporto cuando rompieron mis pertenencias.,enojo
2020-10-15,Entre el cuidado de los niños y el proyecto final no puedo priorizar.,estrés
2021-11-19,No puedo tomar decisiones sin sentir sudores fríos.,ansiedad
2021-01-04,Entre el trabajo y el proyecto final no puedo dormir bien.,estrés
2022-10-11,No puedo dejar de pensar en no cumplieron su promesa.,tristeza
2024-10-31,No soporto cuando rompieron mis pertenencias.,enojo
2021-09-16,No soporto cuando no cumplieron su promesa.,enojo
2022-12-19,Estoy resentido porque no cumplieron su promesa.,enojo
2021-08-25,Hoy logré una conversación significativa y me siento optimista.,felicidad
2020-01-05,Me siento vacío desde que mudaron lejos.,tristeza
2023-07-27,Qué pleno día para un tiempo con mi familia.,felicidad
2020-04-16,Un desconocido me hizo sentir indignado al confrontar a alguien.,enojo
2023-08-02,Necesito delegar tareas pero no tengo tiempo.,estrés
2022-08-14,Me siento abatido desde que terminó nuestra relación.,tristeza
2022-12-08,Un vacío en el pecho cuando recuerdo lo sucedido.,tristeza
2020-05-23,Un dolor sordo en el pecho cuando escucho esa canción.,tristeza
2023-06-03,Hoy disfruté una caminata al aire libre y me siento agradecido.,felicidad
2022-11-27,Mi mente no deja de pensar en el próximo examen.,ansiedad
2020-03-27,Qué pleno día para una caminata al aire libre.,felicidad
2022-10-13,Me siento abatido desde que terminó nuestra relación.,tristeza
2023-08-02,Una opresión en el pecho cuando pienso en el futuro.,tristeza
2023-04-19,Me siento vacío desde que mudaron lejos.,tristeza
2021-03-07,No puedo tomar decisiones sin sentir sudores fríos...,ansiedad
2024-08-15,Necesito delegar tareas pero no me escuchan.,estrés
2022-11-03,No puedo dejar de pensar en me criticaron sin razón.,tristeza
2020-05-25,Mi pareja me hizo sentir resentido al hablar en público...,enojo
2023-07-13,No puedo hablar en público sin sentir temblores.,ansiedad
2022-05-13,Tengo miedo de que pierda el control.,ansiedad
2024-07-19,Descubrí un tiempo con mi familia siempre me motiva.,felicidad
2023-01-06,Qué agradecido día para un momento de paz.,felicidad
2020-11-16,Entre el cuidado de los niños y las deudas no puedo priorizar.,estrés
2024-04-01,Mi jefe me hizo sentir indignado al tomar decisiones.,enojo
2024-10-04,Qué entusiasmado día para una conversación significativa.,felicidad
2020-04-26,Necesito pedir ayuda pero me falta energía.,estrés
2024-10-10,El jefe exigente me tiene al límite.,estrés
2022-10-04,Mi mente no deja de pensar en lo que dijeron de mí.,ansiedad
2023-04-04,Me siento nostálgico desde que terminó nuestra relación.,tristeza
2024-07-24,No puedo confrontar a alguien sin sentir sudores fríos.,ansiedad
2020-08-07,No puedo dejar de pensar en rompieron mis pertenencias.,tristeza
2020-05-02,Un desconocido me hizo sentir exasperado al tomar decisiones.,enojo
2020-12-18,El plazos ajustados me tiene al límite.,estrés
2020-02-21,Mi mente no deja de pensar en el próximo examen.,ansiedad
2023-12-10,No puedo confrontar a alguien sin sentir temblores.,ansiedad
2023-02-02,Entre el trabajo y el proyecto final no puedo relajarme.,estrés
2020-05-04,Me siento desanimado desde que mudaron lejos.,tristeza
2024-05-09,Qué eufórico día para un logro personal.,felicidad
2020-06-12,Estoy indignado porque me ignoraron en la reunión.,enojo
2020-03-29,Mi mente no deja de pensar en el próximo examen.,ansiedad
2024-08-20,Un peso en el pecho cuando pienso en el futuro.,tristeza
2024-12-16,Un desconocido me hizo sentir frustrado al hablar en público.,enojo
2021-09-24,Tengo miedo de que fracase.,ansiedad
2023-04-24,Tengo miedo de que todo salga mal.,ansiedad
2023-11-19,Hoy disfruté una conversación significativa y me siento optimista.,felicidad
2023-01-03,Compartí una conversación significativa siempre me llena de energía.,felicidad
2021-06-17,Compartí una conversación significativa siempre me inspira.,felicidad
2022-09-12,Me siento abatido desde que mudaron lejos.,tristeza
2023-11-17,Hoy disfruté una conversación significativa y me siento pleno.,felicidad
2021-06-04,Mi mente no deja de pensar en lo que dijeron de mí.,ansiedad
2023-11-16,Un dolor sordo en el pecho cuando recuerdo lo sucedido.,tristeza
2024-10-05,Entre los estudios y los quehaceres domésticos no puedo priorizar.,estrés
2022-04-15,Un peso en el pecho cuando recuerdo lo sucedido.,tristeza
2021-01-14,Mi mente no deja de pensar en el próximo examen.,ansiedad
2021-07-10,Compartí un momento de paz siempre me llena de energía.,felicidad
2020-07-14,Estoy irritado porque me ignoraron en la reunión.,enojo
2024-07-04,El ruido constante me tiene al límite.,estrés
2020-08-11,Un dolor sordo en el pecho cuando recuerdo lo sucedido.,tristeza
2021-04-06,El ruido constante me tiene al límite.,estrés
2023-09-21,Me siento vacío desde que mudaron lejos.,tristeza
2020-09-01,No puedo dejar de pensar en rompieron mis pertenencias.,tristeza
2021-05-22,Qué optimista día para un tiempo con mi familia.,felicidad
2021-04-05,Qué optimista día para una caminata al aire libre.,felicidad
2024-08-13,Me siento abatido desde que terminó nuestra relación.,tristeza
2021-04-22,Necesito un descanso pero no me escuchan.,estrés
2024-02-14,Necesito un descanso pero me falta energía.,estrés
2022-04-17,Qué agradecido día para un logro personal.,felicidad
2024-09-13,Un dolor sordo en el pecho cuando pienso en el futuro.,tristeza
2021-02-25,Una opresión en el pecho cuando recuerdo lo sucedido.,tristeza
2023-01-31,Un desconocido me hizo sentir exasperado al hablar en público.,enojo
2021-06-17,No puedo hablar en público sin sentir sudores fríos.,ansiedad
2022-10-11,Mi mente no deja de pensar en el próximo examen.,ansiedad
2021-01-31,Hoy descubrí un tiempo con mi familia y me siento pleno.,felicidad
2021-04-15,Mi mente no deja de pensar en la situación económica.,ansiedad
2020-08-18,El jefe exigente me tiene al límite.,estrés
2024-12-02,Me siento nostálgico desde que perdí mi trabajo.,tristeza
2024-06-10,Tengo miedo de que pierda el control.,ansiedad
2022-11-09,No puedo dejar de pensar en me criticaron sin razón.,tristeza
2022-11-08,Tengo miedo de que todo salga mal.,ansiedad
2020-05-24,Me siento desanimado desde que terminó nuestra relación.,tristeza
2023-08-29,No puedo confrontar a alguien sin sentir palpitaciones.,ansiedad
2021-11-23,Entre el trabajo y las deudas no puedo relajarme.,estrés
2021-03-07,Entre el trabajo y el proyecto final no puedo concentrarme.,estrés
2023-01-14,Un peso en el pecho cuando recuerdo lo sucedido.,tristeza
2020-09-28,Mi jefe me hizo sentir resentido al hablar en público.,enojo
2023-01-23,Logré una conversación significativa siempre me motiva.,felicidad
2021-07-01,Hoy descubrí un tiempo con mi familia y me siento pleno.,felicidad
2023-12-24,Mi mente no deja de pensar en lo que dijeron de mí.,ansiedad
2024-07-21,Entre el trabajo y los quehaceres domésticos no puedo priorizar.,estrés
2024-09-10,Un dolor sordo en el pecho cuando escucho esa canción.,tristeza
2020-04-16,Entre el cuidado de los niños y las deudas no puedo priorizar.,estrés
2022-03-24,Descubrí una caminata al aire libre siempre me inspira.,felicidad
2022-08-06,Necesito pedir ayuda pero no tengo tiempo.,estrés
2020-05-30,Mi pareja me hizo sentir irritado al tomar decisiones.,enojo
2024-03-20,Tengo miedo de que todo salga mal...,ansiedad
2021-11-03,Tengo miedo de que todo salga mal.,ansiedad
2024-08-21,Me siento abatido desde que perdí mi trabajo.,tristeza
2020-02-11,Necesito organizarme mejor pero me falta energía...,estrés
2022-09-16,Descubrí un tiempo con mi familia siempre me llena de energía.,felicidad
2024-10-23,No soporto cuando me ignoraron en la reunión.,enojo
2023-02-21,Compartí una caminata al aire libre siempre me da paz.,felicidad
2022-09-19,Tengo miedo de que fracase.,ansiedad
2022-09-10,Entre los estudios y las deudas no puedo priorizar.,estrés
2023-08-21,Un dolor sordo en el pecho cuando escucho esa canción.,tristeza
2020-08-24,Mi mente no deja de pensar en el próximo examen.,ansiedad
2022-03-09,Estoy frustrado porque me criticaron sin razón.,enojo
2021-01-16,Me siento desanimado desde que perdí mi trabajo.,tristeza
2024-11-12,No soporto cuando rompieron mis pertenencias.,enojo
2024-10-22,Mi jefe me hizo sentir exasperado al hablar en público.,enojo
2023-08-14,No puedo dejar de pensar en me ignoraron en la reunión.,tristeza
2024-11-29,Tengo miedo de que me juzguen.,ansiedad
2020-02-06,Tengo miedo de que pierda el control.,ansiedad
2021-04-01,No puedo dejar de pensar en no cumplieron su promesa.,tristeza
2021-11-29,Necesito organizarme mejor pero me falta energía.,estrés
2020-09-12,Hoy disfruté un momento de paz y me siento optimista.,felicidad
2022-11-20,Logré un momento de paz siempre me motiva.,felicidad
2023-11-20,Entre el cuidado de los niños y el proyecto final no puedo priorizar.,estrés
2023-06-03,Hoy logré una caminata al aire libre y me siento eufórico.,felicidad
2023-04-21,Mi mente no deja de pensar en lo que dijeron de mí.,ansiedad
2024-12-11,Tengo miedo de que fracase.,ansiedad
2020-02-19,No soporto cuando me criticaron sin razón.,enojo
2021-10-29,Necesito organizarme mejor pero no me escuchan.,estrés
2020-09-01,Estoy resentido porque rompieron mis pertenencias.,enojo
2024-11-30,No puedo hablar en público sin sentir temblores.,ansiedad
2023-09-01,Mi mente no deja de pensar en la situación económica.,ansiedad
2021-04-18,El tráfico me tiene al límite.,estrés
2024-10-31,Descubrí un tiempo con mi familia siempre me inspira.,felicidad
2022-12-19,Mi vecino me hizo sentir resentido al confrontar a alguien.,enojo
2021-10-19,Entre el trabajo y las deudas no puedo relajarme.,estrés
2022-08-20,Mi vecino me hizo sentir indignado al tomar decisiones.,enojo
2021-01-01,No soporto cuando no cumplieron su promesa.,enojo
2023-04-12,El jefe exigente me tiene al límite.,estrés
2021-11-09,Necesito delegar tareas pero no me escuchan.,estrés
2024-01-23,Mi mente no deja de pensar en el próximo examen.,ansiedad
2020-11-27,Qué eufórico día para una caminata al aire libre.,felicidad
2024-06-07,Mi pareja me hizo sentir resentido al hablar en público.,enojo
2021-12-13,Entre el trabajo y las deudas no puedo relajarme.,estrés
2024-08-19,El tráfico me tiene al límite.,estrés
2020-06-22,El ruido constante me tiene al límite.,estrés
2023-10-29,Un peso en el pecho cuando recuerdo lo sucedido.,tristeza
2020-05-21,Entre los estudios y los quehaceres domésticos no puedo dormir bien.,estrés
2024-10-06,No soporto cuando me ignoraron en la reunión.,enojo
2023-08-23,Un peso en el pecho cuando recuerdo lo sucedido.,tristeza
2021-06-04,Mi vecino me hizo sentir frustrado al confrontar a alguien.,enojo
2022-03-29,Hoy logré un tiempo con mi familia y me siento agradecido.,felicidad
2021-02-19,Estoy indignado porque no cumplieron su promesa.,enojo
2024-11-16,No soporto cuando no cumplieron su promesa.,enojo
2024-08-12,Me siento abatido desde que terminó nuestra relación.,tristeza
2020-02-13,Estoy irritado porque me ignoraron en la reunión.,enojo
2020-03-13,Mi pareja me hizo sentir frustrado al confrontar a alguien.,enojo
2020-12-24,Estoy irritado porque rompieron mis pertenencias.,enojo
2022-11-26,Una opresión en el pecho cuando escucho esa canción.,tristeza
2022-02-04,El tráfico me tiene al límite.,estrés
2024-03-17,Un peso en el pecho cuando pienso en el futuro.,tristeza
2021-08-25,No puedo dejar de pensar en me ignoraron en la reunión.,tristeza
2024-01-28,Experimenté un tiempo con mi familia siempre me llena de energía.,felicidad
2020-01-27,Estoy frustrado porque me ignoraron en la reunión.,enojo
2023-01-05,Estoy irritado porque me criticaron sin razón...,enojo
2024-08-02,No soporto cuando me ignoraron en la reunión.,enojo
2022-01-17,No puedo tomar decisiones sin sentir mareos.,ansiedad
2021-08-04,No puedo confrontar a alguien sin sentir mareos...,ansiedad
2024-06-12,No soporto cuando me ignoraron en la reunión.,enojo
2022-09-16,Mi familiar me hizo sentir indignado al confrontar a alguien.,enojo
2023-11-06,Me siento nostálgico desde que terminó nuestra relación.,tristeza
2024-02-16,Necesito pedir ayuda pero me falta energía.,estrés
2023-04-14,Mi mente no deja de pensar en el próximo examen.,ansiedad
2020-04-24,Entre los estudios y los quehaceres domésticos no puedo priorizar.,estrés
2020-05-02,No soporto cuando rompieron mis pertenencias.,enojo
2023-12-11,Un vacío en el pecho cuando escucho esa canción.,tristeza
2020-07-19,Experimenté un tiempo con mi familia siempre me alegra.,felicidad
2020-04-19,No soporto cuando me criticaron sin razón.,enojo
2020-05-28,No puedo tomar decisiones sin sentir temblores.,ansiedad
2020-01-06,Compartí un momento de paz siempre me llena de energía.,felicidad
2022-10-19,Mi mente no deja de pensar en el próximo examen.,ansiedad
2021-09-25,Qué pleno día para un tiempo con mi familia.,felicidad
2021-07-21,Entre el trabajo y los quehaceres domésticos no puedo relajarme.,estrés
2024-09-11,Entre los estudios y el proyecto final no puedo concentrarme.,estrés
2020-05-08,Tengo miedo de que fracase.,ansiedad
2021-03-28,Estoy exasperado porque no cumplieron su promesa.,enojo
2024-05-14,Necesito un descanso pero no me escuchan.,estrés
2023-12-18,No puedo confrontar a alguien sin sentir palpitaciones.,ansiedad
2020-01-03,Tengo miedo de que pierda el control.,ansiedad
2022-04-22,Qué agradecido día para una caminata al aire libre.,felicidad
2021-07-26,Tengo miedo de que pierda el control.,ansiedad
2020-04-29,Mi mente no deja de pensar en lo que dijeron de mí.,ansiedad
2020-09-19,No soporto cuando no cumplieron su promesa.,enojo
2024-08-05,No soporto cuando rompieron mis pertenencias.,enojo
2020-01-19,Un desconocido me hizo sentir irritado al hablar en público.,enojo
2024-10-05,Tengo miedo de que me juzguen.,ansiedad
2024-02-23,Un peso en el pecho cuando escucho esa canción.,tristeza
2024-05-22,Qué entusiasmado día para un logro personal.,felicidad
2024-11-13,Estoy frustrado porque no cumplieron su promesa.,enojo
2024-03-30,Mi mente no deja de pensar en la situación económica.,ansiedad
2022-12-07,Me siento desanimado desde que perdí mi trabajo.,tristeza
2020-05-03,No puedo confrontar a alguien sin sentir temblores.,ansiedad
2021-05-27,Estoy indignado porque rompieron mis pertenencias.,enojo
2021-01-07,Hoy logré una caminata al aire libre y me siento entusiasmado.,felicidad
2020-01-22,No puedo dejar de pensar en me ignoraron en la reunión.,tristeza
2020-12-27,El tráfico me tiene al límite.,estrés
2022-12-01,No soporto cuando me ignoraron en la reunión.,enojo
2022-04-30,El plazos ajustados me tiene al límite.,estrés
2023-12-09,No soporto cuando rompieron mis pertenencias.,enojo
2023-03-10,No puedo dejar de pensar en me criticaron sin razón.,tristeza
2023-06-09,Necesito organizarme mejor pero no me escuchan.,estrés
2021-10-04,Qué eufórico día para un tiempo con mi familia.,felicidad
2023-05-09,Experimenté un logro personal siempre me llena de energía.,felicidad
2021-08-09,Me siento abatido desde que terminó nuestra relación.,tristeza
2021-03-14,Mi jefe me hizo sentir indignado al confrontar a alguien.,enojo
2023-10-31,Disfruté un momento de paz siempre me alegra.,felicidad
2023-04-03,No soporto cuando me criticaron sin razón.,enojo
2021-12-04,No puedo confrontar a alguien sin sentir sudores fríos.,ansiedad
2024-10-19,No puedo tomar decisiones sin sentir mareos.,ansiedad
2021-09-01,El ruido constante me tiene al límite.,estrés
2022-06-16,Necesito organizarme mejor pero no tengo tiempo.,estrés
2023-12-17,Qué pleno día para una conversación significativa.,felicidad
2023-04-15,No soporto cuando me criticaron sin razón.,enojo
2023-05-01,No puedo tomar decisiones sin sentir mareos.,ansiedad
2024-07-21,Hoy compartí un logro personal y me siento entusiasmado.,felicidad
2022-05-03,Mi jefe me hizo sentir resentido al confrontar a alguien.,enojo
2022-08-06,Qué agradecido día para una caminata al aire libre.,felicidad
2024-02-05,No soporto cuando me criticaron sin razón.,enojo
2022-05-09,Compartí un logro personal siempre me inspira.,felicidad
2020-06-15,Mi jefe me hizo sentir exasperado al confrontar a alguien.,enojo
2021-05-13,Una opresión en el pecho cuando pienso en el futuro...,tristeza
2023-07-02,Tengo miedo de que fracase.,ansiedad
2024-04-03,No puedo dejar de pensar en no cumplieron su promesa.,tristeza
2020-06-22,Hoy descubrí una caminata al aire libre y me siento entusiasmado.,felicidad
2022-06-14,Hoy descubrí una conversación significativa y me siento entusiasmado.,felicidad
2021-02-12,El tráfico me tiene al límite.,estrés
2023-08-04,Una opresión en el pecho cuando escucho esa canción.,tristeza
2022-12-07,No puedo dejar de pensar en me ignoraron en la reunión.,tristeza
2021-03-31,Tengo miedo de que todo salga mal.,ansiedad
2024-11-20,Qué agradecido día para un tiempo con mi familia.,felicidad
2024-12-07,Entre los estudios y el proyecto final no puedo priorizar.,estrés
2022-03-17,Necesito organizarme mejor pero no me escuchan...,estrés
2021-02-15,Entre el cuidado de los niños y los quehaceres domésticos no puedo relajarme.,estrés
2022-12-17,Una opresión en el pecho cuando escucho esa canción.,tristeza
2024-08-14,Un desconocido me hizo sentir exasperado al tomar decisiones.,enojo
2020-05-12,Mi mente no deja de pensar en el próximo examen.,ansiedad
2020-01-20,Un dolor sordo en el pecho cuando escucho esa canción.,tristeza
2022-05-11,Qué eufórico día para un tiempo con mi familia.,felicidad
2021-10-02,Estoy irritado porque rompieron mis pertenencias.,enojo
2020-07-07,Me siento nostálgico desde que perdí mi trabajo.,tristeza
2022-03-16,Mi mente no deja de pensar en lo que dijeron de mí.,ansiedad
2024-04-08,Un dolor sordo en el pecho cuando pienso en el futuro.,tristeza
2023-03-11,Tengo miedo de que fracase.,ansiedad
2021-06-14,Necesito pedir ayuda pero no me escuchan...,estrés
2023-11-20,Mi pareja me hizo sentir frustrado al tomar decisiones.,enojo
2022-03-17,Qué pleno día para un tiempo con mi familia.,felicidad
2024-09-29,Me siento desolado desde que perdí mi trabajo.,tristeza
2023-12-20,Mi mente no deja de pensar en la situación económica.,ansiedad
2024-04-01,Qué entusiasmado día para una conversación significativa.,felicidad
2024-04-25,Una opresión en el pecho cuando pienso en el futuro.,tristeza
2024-11-22,Compartí un momento de paz siempre me llena de energía.,felicidad
2023-12-02,El jefe exigente me tiene al límite.,estrés
2023-08-29,No soporto cuando me criticaron sin razón.,enojo
2022-01-29,Tengo miedo de que pierda el control.,ansiedad
2021-05-29,Un vacío en el pecho cuando escucho esa canción.,tristeza
2020-04-24,Hoy logré un momento de paz y me siento optimista.,felicidad
2024-05-03,No puedo dejar de pensar en rompieron mis pertenencias.,tristeza
2024-11-23,Me siento desanimado desde que perdí mi trabajo.,tristeza
2024-06-19,No puedo dejar de pensar en me criticaron sin razón.,tristeza
2021-10-02,Qué agradecido día para una caminata al aire libre.,felicidad
2023-09-19,Qué agradecido día para un momento de paz!,felicidad
2022-02-13,Un vacío en el pecho cuando pienso en el futuro.,tristeza
2024-04-04,No puedo dejar de pensar en no cumplieron su promesa.,tristeza
2024-07-08,Mi mente no deja de pensar en lo que dijeron de mí.,ansiedad
2022-02-09,Qué agradecido día para un momento de paz.,felicidad
2020-10-24,Compartí un tiempo con mi familia siempre me llena de energía.,felicidad
2020-05-15,Mi jefe me hizo sentir exasperado al hablar en público.,enojo
2024-02-01,Logré un logro personal siempre me motiva.,felicidad
2023-02-14,Mi jefe me hizo sentir resentido al hablar en público.,enojo
2021-03-27,Tengo miedo de que fracase.,ansiedad
2022-11-25,Mi mente no deja de pensar en lo que dijeron de mí.,ansiedad
2023-10-03,Mi mente no deja de pensar en lo que dijeron de mí.,ansiedad
2020-03-17,Estoy resentido porque rompieron mis pertenencias.,enojo
2022-10-22,Qué eufórico día para un logro personal...,felicidad
2021-07-19,El jefe exigente me tiene al límite.,estrés
2020-09-15,Tengo miedo de que me juzguen.,ansiedad
2024-12-20,Un desconocido me hizo sentir exasperado al confrontar a alguien.,enojo
2020-10-08,Qué optimista día para un momento de paz!,felicidad
2023-02-11,No puedo dejar de pensar en rompieron mis pertenencias.,tristeza
2021-08-19,Me siento vacío desde que terminó nuestra relación.,tristeza
2023-07-07,Tengo miedo de que fracase.,ansiedad
2021-07-10,Disfruté un logro personal siempre me inspira.,felicidad
2022-10-03,Entre el cuidado de los niños y el proyecto final no puedo relajarme.,estrés
2024-01-16,Compartí una caminata al aire libre siempre me llena de energía.,felicidad
2023-01-16,El tráfico me tiene al límite.,estrés
2024-07-13,Qué optimista día para un momento de paz.,felicidad
2022-06-13,Necesito delegar tareas pero me falta energía.,estrés
2022-09-07,Tengo miedo de que me juzguen.,ansiedad
2024-10-08,No puedo dejar de pensar en rompieron mis pertenencias.,tristeza
2022-03-27,No soporto cuando me ignoraron en la reunión.,enojo
2022-05-28,Estoy exasperado porque no cumplieron su promesa.,enojo
2021-06-05,Una opresión en el pecho cuando escucho esa canción.,tristeza
2020-08-16,El plazos ajustados me tiene al límite.,estrés
2022-06-27,No puedo dejar de pensar en me ignoraron en la reunión.,tristeza
2022-05-14,Mi familiar me hizo sentir frustrado al hablar en público.,enojo
2023-05-01,Tengo miedo de que me juzguen.,ansiedad
2024-06-18,No soporto cuando me ignoraron en la reunión.,enojo
2023-09-19,Necesito pedir ayuda pero no me escuchan.,estrés
2021-04-13,No puedo dejar de pensar en me ignoraron en la reunión.,tristeza
2024-05-28,Mi mente no deja de pensar en lo que dijeron de mí.,ansiedad
2022-08-31,Me siento vacío desde que mudaron lejos.,tristeza
2024-12-18,Una opresión en el pecho cuando escucho esa canción.,tristeza
2021-07-11,El jefe exigente me tiene al límite.,estrés
2022-05-01,El jefe exigente me tiene al límite.,estrés
2020-01-17,Me siento vacío desde que mudaron lejos.,tristeza
2021-07-14,El jefe exigente me tiene al límite...,estrés
2021-04-30,Me siento desanimado desde que terminó nuestra relación.,tristeza
