fecha,texto,emocion
2024-03-06,Vacío pérdida pérdida nostalgia pérdida llorar pérdida solitario nostalgia llorar.,tristeza
2022-07-12,Logro logro familia risas celebración éxito éxito éxito logro celebración risas risas familia.,felicidad
2024-08-25,Llorar vacío solitario nostalgia vacío llorar vacío llorar.,tristeza
2024-09-14,Injusticia ira injusticia traición traición ira.,enojo
2024-01-04,Presión miedo incertidumbre nervios miedo nervios.,ansiedad
2024-05-28,Vacío pérdida solitario nostalgia llorar solitario nostalgia llorar llorar pérdida solitario.,tristeza
2024-06-21,Pérdida llorar solitario vacío solitario solitario solitario pérdida vacío solitario llorar.,tristeza
2025-03-06,Preocupación miedo presión miedo preocupación nervios preocupación preocupación presión nervios nervios.,ansiedad
2024-11-13,Caos fatiga caos presión presión sobrecarga sobrecarga presión.,estrés
2023-10-24,Presión preocupación preocupación presión preocupación preocupación presión miedo preocupación preocupación incertidumbre nervios.,ansiedad
2024-05-03,Nervios preocupación preocupación nervios preocupación nervios miedo nervios miedo preocupación preocupación miedo.,ansiedad
2023-11-21,Pérdida nostalgia pérdida pérdida solitario solitario solitario llorar nostalgia solitario llorar solitario llorar.,tristeza
2023-03-24,Llorar pérdida nostalgia vacío solitario solitario nostalgia nostalgia.,tristeza
2023-10-01,Injusticia traición traición ira conflicto traición.,enojo
2022-03-18,Conflicto traición injusticia injusticia mentira traición ira mentira injusticia conflicto mentira conflicto mentira.,enojo
2022-08-13,Nervios miedo incertidumbre preocupación preocupación incertidumbre nervios preocupación presión incertidumbre preocupación.,ansiedad
2023-08-07,Nostalgia pérdida vacío solitario llorar pérdida pérdida.,tristeza
2024-07-28,Injusticia traición conflicto injusticia conflicto injusticia.,enojo
2023-06-22,Risas risas celebración celebración familia risas familia logro celebración éxito.,felicidad
2022-06-27,Fatiga fatiga presión agobio agobio fatiga fatiga presión fatiga agobio sobrecarga fatiga fatiga.,estrés
2024-07-22,Fatiga presión agobio sobrecarga sobrecarga agobio caos presión.,estrés
2023-09-12,Ira conflicto conflicto ira conflicto mentira.,enojo
2023-05-05,Presión sobrecarga sobrecarga fatiga agobio presión agobio presión fatiga sobrecarga presión presión caos.,estrés
2025-03-05,Solitario vacío vacío llorar solitario nostalgia solitario solitario solitario vacío solitario pérdida.,tristeza
2023-02-17,Mentira mentira traición conflicto ira traición conflicto conflicto ira conflicto ira ira ira ira.,enojo
2024-01-09,Fatiga fatiga presión agobio agobio sobrecarga fatiga caos sobrecarga presión caos presión.,estrés
2023-12-21,Mentira injusticia injusticia ira injusticia ira injusticia injusticia traición conflicto mentira ira.,enojo
2022-10-25,Mentira conflicto injusticia conflicto injusticia mentira.,enojo
2022-03-25,Fatiga presión agobio sobrecarga agobio agobio sobrecarga presión fatiga sobrecarga presión.,estrés
2023-04-22,Presión presión fatiga fatiga agobio agobio.,estrés
2023-02-01,Ira mentira injusticia traición mentira ira ira conflicto injusticia conflicto ira injusticia.,enojo
2023-08-17,Familia éxito risas risas logro éxito.,felicidad
2024-10-25,Mentira traición traición ira ira injusticia ira mentira ira mentira.,enojo
2022-12-28,Nervios presión miedo preocupación miedo preocupación presión.,ansiedad
2023-09-24,Presión presión fatiga fatiga agobio caos caos fatiga sobrecarga sobrecarga presión agobio caos.,estrés
2024-08-02,Presión miedo miedo miedo miedo miedo incertidumbre preocupación presión.,ansiedad
2022-06-20,Miedo miedo incertidumbre miedo preocupación incertidumbre incertidumbre nervios incertidumbre presión preocupación preocupación presión.,ansiedad
2023-01-24,Mentira traición mentira traición injusticia traición conflicto injusticia.,enojo
2024-08-24,Miedo miedo miedo preocupación preocupación incertidumbre presión preocupación preocupación preocupación nervios preocupación preocupación.,ansiedad
2022-07-14,Fatiga presión presión fatiga agobio sobrecarga presión agobio.,estrés
2022-06-02,Logro familia logro celebración celebración familia celebración logro risas risas.,felicidad
2023-02-13,Éxito éxito celebración celebración logro familia.,felicidad
2022-08-31,Presión fatiga sobrecarga fatiga agobio presión.,estrés
2025-02-07,Vacío vacío solitario nostalgia nostalgia vacío nostalgia.,tristeza
2024-09-16,Llorar nostalgia nostalgia nostalgia vacío vacío.,tristeza
2022-12-20,Presión sobrecarga agobio sobrecarga fatiga presión caos fatiga sobrecarga fatiga presión.,estrés
2022-10-19,Injusticia conflicto ira ira injusticia traición mentira conflicto.,enojo
2022-04-24,Fatiga caos caos presión sobrecarga presión sobrecarga.,estrés
2024-09-24,Agobio fatiga caos fatiga fatiga fatiga fatiga agobio fatiga fatiga presión presión fatiga.,estrés
2022-05-21,Pérdida solitario pérdida nostalgia pérdida solitario vacío nostalgia llorar vacío.,tristeza
2023-11-15,Solitario nostalgia pérdida llorar nostalgia solitario llorar llorar vacío.,tristeza
2025-02-23,Presión nervios nervios incertidumbre nervios preocupación incertidumbre incertidumbre incertidumbre.,ansiedad
2022-11-06,Risas logro logro risas risas celebración logro.,felicidad
2023-08-14,Solitario solitario llorar pérdida pérdida solitario nostalgia nostalgia vacío solitario vacío solitario pérdida.,tristeza
2023-11-13,Preocupación miedo incertidumbre presión preocupación presión nervios nervios presión presión.,ansiedad
2024-12-15,Traición ira traición conflicto ira conflicto ira injusticia ira conflicto conflicto conflicto.,enojo
2023-07-14,Llorar llorar solitario solitario llorar nostalgia solitario pérdida vacío.,tristeza
2023-09-28,Éxito risas celebración logro éxito logro.,felicidad
2024-11-11,Miedo nervios incertidumbre nervios miedo nervios incertidumbre incertidumbre nervios miedo presión presión miedo.,ansiedad
2023-06-24,Preocupación miedo presión incertidumbre miedo nervios nervios miedo.,ansiedad
2024-08-02,Éxito risas risas familia risas familia.,felicidad
2025-03-05,Nervios incertidumbre presión presión presión nervios nervios presión miedo presión preocupación presión preocupación miedo.,ansiedad
2024-04-25,Incertidumbre incertidumbre presión incertidumbre miedo presión miedo miedo preocupación incertidumbre presión.,ansiedad
2023-02-14,Solitario pérdida solitario solitario nostalgia solitario llorar llorar llorar llorar.,tristeza
2022-09-04,Ira ira mentira mentira injusticia ira mentira injusticia injusticia conflicto ira.,enojo
2022-12-21,Presión sobrecarga agobio caos presión agobio caos sobrecarga presión sobrecarga agobio.,estrés
2023-01-18,Pérdida vacío vacío vacío llorar nostalgia llorar vacío vacío llorar solitario.,tristeza
2025-03-03,Agobio fatiga sobrecarga agobio agobio presión presión presión sobrecarga sobrecarga presión.,estrés
2022-10-22,Vacío nostalgia solitario pérdida llorar llorar.,tristeza
2024-09-03,Preocupación miedo preocupación nervios preocupación nervios preocupación miedo incertidumbre.,ansiedad
2024-10-28,Celebración familia éxito logro familia risas risas celebración logro éxito.,felicidad
2024-11-19,Agobio sobrecarga presión caos sobrecarga sobrecarga agobio sobrecarga agobio presión.,estrés
2024-05-08,Vacío vacío vacío vacío vacío pérdida llorar vacío pérdida.,tristeza
2024-12-18,Llorar vacío vacío nostalgia vacío llorar pérdida.,tristeza
2022-03-13,Logro risas familia éxito familia logro éxito.,felicidad
2023-06-06,Presión fatiga agobio fatiga fatiga caos sobrecarga.,estrés
2022-05-12,Caos fatiga agobio sobrecarga agobio presión caos agobio agobio presión.,estrés
2024-09-27,Éxito risas éxito risas logro risas éxito celebración celebración logro celebración logro celebración.,felicidad
2022-12-25,Presión agobio caos agobio agobio presión agobio fatiga caos sobrecarga fatiga fatiga caos.,estrés
2023-07-15,Pérdida nostalgia solitario nostalgia vacío solitario llorar solitario llorar vacío pérdida vacío nostalgia.,tristeza
2025-03-03,Celebración logro celebración éxito éxito risas risas risas celebración.,felicidad
2023-09-11,Éxito celebración familia éxito logro familia.,felicidad
2022-09-02,Solitario vacío vacío solitario nostalgia llorar llorar.,tristeza
2023-06-12,Llorar solitario nostalgia nostalgia solitario solitario solitario.,tristeza
2024-06-24,Llorar nostalgia llorar solitario vacío pérdida vacío.,tristeza
2025-02-16,Pérdida solitario llorar nostalgia solitario vacío solitario nostalgia nostalgia.,tristeza
2023-09-23,Miedo miedo presión presión incertidumbre incertidumbre presión presión preocupación preocupación presión presión preocupación.,ansiedad
2024-10-29,Incertidumbre miedo presión nervios preocupación preocupación presión miedo presión miedo nervios presión.,ansiedad
2022-09-17,Injusticia injusticia mentira injusticia mentira traición ira ira traición conflicto conflicto mentira.,enojo
2023-10-17,Celebración éxito celebración risas éxito familia celebración.,felicidad
2024-03-07,Éxito familia celebración logro familia familia celebración éxito éxito familia logro éxito celebración.,felicidad
2022-11-30,Familia logro familia familia risas éxito.,felicidad
2024-02-12,Presión presión caos sobrecarga agobio sobrecarga fatiga agobio caos presión.,estrés
2022-03-21,Presión caos presión agobio caos sobrecarga agobio presión fatiga agobio fatiga fatiga.,estrés
2024-10-16,Nervios presión miedo presión incertidumbre preocupación.,ansiedad
2024-11-11,Celebración familia risas risas familia logro familia éxito logro risas.,felicidad
2025-02-09,Agobio sobrecarga agobio caos presión fatiga presión fatiga.,estrés
2023-12-07,Solitario solitario nostalgia pérdida vacío pérdida pérdida llorar.,tristeza
2024-12-19,Nervios incertidumbre incertidumbre presión preocupación preocupación preocupación nervios incertidumbre preocupación incertidumbre.,ansiedad
2022-12-25,Llorar solitario llorar solitario pérdida nostalgia solitario solitario llorar llorar solitario.,tristeza
2023-12-16,Fatiga caos caos fatiga sobrecarga presión agobio agobio.,estrés
2022-10-22,Caos caos presión agobio caos caos sobrecarga presión agobio agobio presión.,estrés
2022-06-19,Presión preocupación miedo miedo preocupación preocupación preocupación nervios miedo preocupación presión.,ansiedad
2025-02-23,Nervios incertidumbre presión preocupación nervios preocupación.,ansiedad
2024-11-01,Familia risas celebración celebración familia celebración celebración logro éxito risas éxito éxito risas.,felicidad
2022-05-27,Familia celebración éxito risas risas logro familia éxito celebración risas risas risas éxito.,felicidad
2025-01-26,Conflicto traición ira traición ira conflicto injusticia injusticia conflicto mentira ira ira conflicto.,enojo
2024-07-15,Sobrecarga agobio agobio presión fatiga agobio agobio fatiga.,estrés
2025-01-22,Preocupación incertidumbre presión miedo incertidumbre incertidumbre incertidumbre preocupación presión presión incertidumbre incertidumbre nervios.,ansiedad
2023-11-29,Celebración éxito logro éxito logro celebración.,felicidad
2022-05-01,Éxito celebración logro celebración éxito logro celebración celebración.,felicidad
2023-12-22,Sobrecarga fatiga caos presión fatiga agobio fatiga caos sobrecarga caos presión.,estrés
2022-09-26,Incertidumbre incertidumbre preocupación incertidumbre nervios miedo nervios preocupación nervios presión nervios preocupación preocupación.,ansiedad
2023-12-22,Caos fatiga sobrecarga agobio caos caos fatiga sobrecarga agobio sobrecarga sobrecarga.,estrés
2023-02-08,Sobrecarga sobrecarga presión caos sobrecarga presión fatiga fatiga sobrecarga.,estrés
2023-11-12,Ira mentira ira conflicto mentira conflicto ira injusticia traición injusticia mentira mentira conflicto.,enojo
2023-02-15,Ira traición conflicto ira traición mentira injusticia mentira traición conflicto conflicto mentira.,enojo
2024-03-19,Injusticia conflicto injusticia mentira injusticia injusticia mentira conflicto.,enojo
2024-08-23,Nostalgia pérdida solitario llorar pérdida nostalgia pérdida.,tristeza
2024-11-17,Solitario solitario nostalgia solitario nostalgia nostalgia nostalgia vacío.,tristeza
2024-11-25,Miedo preocupación miedo preocupación preocupación presión nervios nervios.,ansiedad
2023-12-28,Ira ira injusticia injusticia ira conflicto ira injusticia injusticia injusticia.,enojo
2024-11-16,Éxito celebración familia familia risas logro éxito risas logro celebración celebración éxito.,felicidad
2022-11-19,Mentira ira conflicto ira ira ira.,enojo
2024-10-23,Miedo nervios presión nervios presión preocupación preocupación.,ansiedad
2023-01-20,Sobrecarga sobrecarga presión sobrecarga sobrecarga agobio fatiga caos.,estrés
2024-02-14,Éxito risas logro logro risas éxito celebración risas logro éxito logro celebración logro.,felicidad
2024-12-28,Nostalgia solitario llorar llorar llorar pérdida vacío llorar pérdida pérdida vacío solitario solitario vacío.,tristeza
2024-06-20,Éxito logro celebración celebración risas éxito familia.,felicidad
2023-11-02,Nervios nervios nervios miedo preocupación preocupación presión presión preocupación nervios nervios miedo preocupación.,ansiedad
2025-02-14,Caos sobrecarga presión sobrecarga caos sobrecarga caos agobio agobio presión agobio.,estrés
2024-05-12,Sobrecarga sobrecarga caos sobrecarga presión fatiga sobrecarga agobio caos.,estrés
2025-02-16,Incertidumbre preocupación incertidumbre miedo miedo presión presión miedo incertidumbre nervios incertidumbre preocupación.,ansiedad
2024-08-11,Presión agobio presión fatiga fatiga presión agobio agobio agobio sobrecarga sobrecarga agobio agobio.,estrés
2024-12-25,Conflicto injusticia injusticia traición ira ira injusticia mentira traición traición mentira.,enojo
2024-11-04,Miedo incertidumbre incertidumbre presión nervios presión miedo miedo nervios.,ansiedad
2023-11-09,Nostalgia nostalgia nostalgia llorar pérdida pérdida vacío.,tristeza
2023-08-05,Nostalgia pérdida llorar solitario pérdida pérdida llorar.,tristeza
2024-03-26,Conflicto mentira traición traición conflicto mentira injusticia traición mentira injusticia traición.,enojo
2025-01-09,Solitario nostalgia solitario solitario pérdida nostalgia.,tristeza
2022-05-01,Risas celebración éxito risas risas risas familia.,felicidad
2022-09-17,Nostalgia vacío pérdida vacío vacío pérdida.,tristeza
2024-12-09,Miedo presión miedo presión presión presión preocupación miedo presión miedo presión incertidumbre miedo.,ansiedad
2024-10-01,Pérdida vacío vacío solitario llorar pérdida llorar llorar vacío pérdida.,tristeza
2025-02-08,Éxito logro risas familia logro logro logro risas familia éxito éxito celebración familia.,felicidad
2023-06-21,Familia logro risas celebración familia éxito celebración éxito risas risas logro éxito logro.,felicidad
2023-03-26,Sobrecarga sobrecarga caos caos sobrecarga agobio fatiga agobio sobrecarga fatiga presión sobrecarga sobrecarga.,estrés
2024-11-03,Risas celebración familia celebración logro risas celebración celebración familia celebración risas.,felicidad
2025-01-27,Nostalgia nostalgia nostalgia vacío nostalgia pérdida nostalgia solitario.,tristeza
2024-10-10,Celebración risas éxito éxito risas celebración éxito celebración éxito.,felicidad
2023-02-10,Familia familia éxito éxito familia logro risas logro éxito éxito familia familia.,felicidad
2025-01-13,Sobrecarga presión fatiga fatiga agobio agobio fatiga fatiga caos agobio.,estrés
2022-06-24,Vacío pérdida solitario llorar solitario solitario llorar llorar.,tristeza
2024-08-05,Familia familia éxito familia risas familia familia logro risas éxito.,felicidad
2023-02-09,Solitario llorar nostalgia solitario llorar vacío nostalgia pérdida llorar vacío solitario nostalgia.,tristeza
2023-04-06,Injusticia injusticia injusticia ira mentira conflicto conflicto.,enojo
2022-04-24,Incertidumbre presión incertidumbre presión miedo incertidumbre nervios presión presión preocupación.,ansiedad
2024-10-19,Agobio presión caos agobio fatiga presión fatiga.,estrés
2022-05-22,Llorar llorar vacío llorar nostalgia nostalgia vacío vacío nostalgia.,tristeza
2024-01-09,Familia logro logro familia éxito logro risas risas.,felicidad
2025-02-20,Preocupación miedo nervios presión preocupación miedo preocupación.,ansiedad
2023-07-23,Conflicto conflicto mentira traición ira injusticia ira injusticia.,enojo
2025-02-10,Celebración risas risas éxito éxito éxito.,felicidad
2024-09-08,Pérdida nostalgia solitario nostalgia solitario solitario vacío llorar.,tristeza
2023-09-06,Nervios preocupación incertidumbre preocupación preocupación presión.,ansiedad
2022-04-19,Nervios preocupación nervios preocupación presión presión preocupación.,ansiedad
2024-06-22,Incertidumbre presión preocupación preocupación miedo incertidumbre.,ansiedad
2024-09-19,Miedo incertidumbre nervios presión presión preocupación presión incertidumbre incertidumbre nervios.,ansiedad
2022-04-18,Sobrecarga caos agobio caos fatiga sobrecarga sobrecarga fatiga agobio fatiga sobrecarga.,estrés
2022-07-02,Solitario pérdida solitario pérdida solitario pérdida vacío solitario nostalgia llorar nostalgia pérdida vacío.,tristeza
2024-01-14,Agobio sobrecarga sobrecarga caos caos sobrecarga presión presión sobrecarga fatiga.,estrés
2023-03-25,Celebración éxito celebración logro familia celebración risas logro risas celebración familia familia logro.,felicidad
2025-01-22,Familia celebración éxito éxito familia éxito celebración logro éxito risas logro familia.,felicidad
2022-06-18,Pérdida llorar llorar solitario vacío vacío llorar.,tristeza
2022-07-31,Logro familia éxito celebración risas éxito éxito éxito logro risas.,felicidad
2022-08-10,Llorar solitario llorar pérdida llorar nostalgia solitario llorar solitario.,tristeza
2024-06-16,Miedo nervios presión presión nervios presión incertidumbre preocupación miedo.,ansiedad
2025-01-12,Miedo preocupación preocupación presión presión preocupación preocupación.,ansiedad
2023-08-04,Conflicto conflicto injusticia traición conflicto conflicto mentira injusticia mentira mentira mentira.,enojo
2023-11-30,Risas celebración risas familia familia logro familia familia.,felicidad
2023-06-14,Agobio caos caos fatiga caos agobio agobio caos sobrecarga agobio presión agobio caos.,estrés
2023-09-19,Injusticia traición injusticia ira conflicto ira mentira conflicto mentira conflicto.,enojo
2023-01-13,Nervios preocupación nervios nervios incertidumbre nervios incertidumbre preocupación nervios presión miedo nervios miedo.,ansiedad
2023-11-21,Fatiga caos agobio agobio fatiga caos caos caos agobio fatiga agobio.,estrés
2023-03-19,Injusticia mentira conflicto mentira mentira conflicto traición injusticia.,enojo
2024-06-15,Nostalgia solitario solitario solitario llorar nostalgia vacío llorar solitario solitario llorar vacío.,tristeza
2023-04-30,Traición conflicto conflicto conflicto conflicto traición traición mentira ira ira.,enojo
2024-11-06,Miedo preocupación miedo miedo nervios presión incertidumbre preocupación incertidumbre miedo presión nervios.,ansiedad
2025-03-08,Caos sobrecarga agobio agobio sobrecarga fatiga agobio.,estrés
2023-01-02,Llorar llorar solitario vacío solitario nostalgia llorar solitario solitario pérdida vacío vacío.,tristeza
2024-12-07,Fatiga caos presión presión caos fatiga agobio fatiga fatiga.,estrés
2022-06-21,Solitario nostalgia solitario pérdida nostalgia solitario vacío vacío solitario.,tristeza
2023-07-15,Miedo presión miedo miedo incertidumbre presión incertidumbre incertidumbre incertidumbre.,ansiedad
2024-08-02,Agobio caos agobio sobrecarga caos agobio sobrecarga agobio caos agobio.,estrés
2023-06-18,Fatiga presión caos sobrecarga presión agobio caos caos agobio sobrecarga sobrecarga caos.,estrés
2023-09-24,Vacío solitario pérdida vacío nostalgia vacío nostalgia nostalgia solitario pérdida llorar.,tristeza
2023-12-14,Injusticia ira mentira traición ira mentira conflicto ira injusticia injusticia.,enojo
2022-10-25,Caos sobrecarga agobio sobrecarga agobio sobrecarga presión.,estrés
2024-03-28,Preocupación presión incertidumbre incertidumbre preocupación miedo presión preocupación preocupación.,ansiedad
2023-03-15,Caos caos agobio fatiga agobio agobio.,estrés
2025-01-14,Nervios preocupación incertidumbre incertidumbre nervios incertidumbre.,ansiedad
2024-12-13,Agobio fatiga caos agobio sobrecarga sobrecarga fatiga agobio presión sobrecarga sobrecarga caos fatiga presión.,estrés
2024-04-13,Vacío vacío vacío nostalgia nostalgia nostalgia nostalgia vacío solitario vacío vacío pérdida.,tristeza
2023-11-10,Llorar llorar llorar solitario vacío nostalgia nostalgia solitario vacío pérdida llorar solitario.,tristeza
2025-02-23,Éxito éxito éxito celebración celebración logro éxito celebración.,felicidad
2022-08-28,Presión nervios presión miedo incertidumbre presión preocupación miedo.,ansiedad
2022-12-20,Pérdida solitario llorar nostalgia vacío pérdida pérdida.,tristeza
2022-12-09,Pérdida nostalgia vacío solitario vacío vacío vacío solitario.,tristeza
2022-08-25,Celebración celebración celebración familia éxito risas logro celebración logro.,felicidad
2024-03-11,Sobrecarga agobio caos presión sobrecarga caos presión agobio sobrecarga.,estrés
2024-03-14,Injusticia ira injusticia ira ira conflicto injusticia injusticia conflicto conflicto.,enojo
2024-02-25,Fatiga sobrecarga caos caos agobio presión.,estrés
2023-02-21,Llorar vacío nostalgia pérdida llorar vacío.,tristeza
2023-03-16,Nostalgia pérdida nostalgia pérdida solitario vacío nostalgia llorar.,tristeza
2025-02-08,Injusticia mentira traición injusticia injusticia ira injusticia injusticia.,enojo
2023-12-23,Pérdida solitario nostalgia solitario nostalgia vacío nostalgia.,tristeza
2023-05-19,Celebración risas éxito éxito familia risas familia éxito.,felicidad
2023-11-18,Ira conflicto injusticia traición injusticia injusticia injusticia ira conflicto.,enojo
2022-10-14,Conflicto mentira injusticia mentira ira traición mentira traición ira ira mentira ira conflicto.,enojo
2024-09-01,Conflicto conflicto traición conflicto mentira injusticia ira.,enojo
2022-11-20,Incertidumbre presión miedo preocupación miedo incertidumbre miedo miedo.,ansiedad
2023-03-04,Caos fatiga agobio fatiga agobio fatiga.,estrés
2025-03-03,Nostalgia nostalgia pérdida solitario pérdida llorar vacío pérdida solitario llorar pérdida solitario vacío.,tristeza
2022-08-29,Presión miedo incertidumbre preocupación miedo nervios.,ansiedad
2022-03-28,Presión caos caos presión fatiga sobrecarga caos caos sobrecarga fatiga caos fatiga fatiga.,estrés
2024-06-19,Llorar llorar nostalgia solitario solitario pérdida vacío pérdida solitario llorar nostalgia.,tristeza
2025-02-06,Sobrecarga fatiga presión fatiga presión caos caos presión agobio fatiga.,estrés
2024-07-18,Nostalgia pérdida nostalgia llorar llorar pérdida solitario vacío vacío pérdida nostalgia vacío llorar.,tristeza
2024-09-30,Celebración logro éxito celebración familia familia celebración familia familia risas éxito logro risas familia.,felicidad
2022-05-12,Fatiga fatiga sobrecarga caos agobio caos caos.,estrés
2024-01-06,Llorar llorar vacío vacío solitario solitario pérdida nostalgia nostalgia solitario nostalgia.,tristeza
2023-02-16,Nervios presión preocupación presión presión preocupación miedo presión miedo nervios presión.,ansiedad
2022-07-01,Logro logro familia logro celebración éxito familia celebración celebración risas logro.,felicidad
2024-03-16,Agobio caos agobio caos sobrecarga agobio.,estrés
2022-07-29,Celebración celebración celebración logro familia éxito familia éxito.,felicidad
2025-01-01,Sobrecarga sobrecarga fatiga caos fatiga agobio agobio presión sobrecarga.,estrés
2024-08-27,Éxito celebración logro familia risas familia risas éxito familia.,felicidad
2025-01-15,Presión caos sobrecarga agobio agobio fatiga agobio agobio agobio presión caos.,estrés
2024-01-22,Vacío pérdida llorar pérdida pérdida llorar solitario vacío solitario solitario llorar pérdida vacío.,tristeza
2024-10-03,Caos presión sobrecarga caos agobio caos.,estrés
2024-03-09,Llorar pérdida vacío pérdida nostalgia nostalgia vacío vacío llorar.,tristeza
2023-10-02,Nostalgia pérdida pérdida vacío solitario nostalgia vacío pérdida vacío llorar nostalgia pérdida solitario llorar.,tristeza
2024-09-06,Vacío pérdida vacío llorar vacío vacío nostalgia nostalgia.,tristeza
2022-04-02,Vacío vacío nostalgia solitario nostalgia vacío.,tristeza
2023-08-10,Preocupación preocupación preocupación incertidumbre incertidumbre nervios preocupación nervios incertidumbre incertidumbre nervios.,ansiedad
2024-10-07,Sobrecarga agobio presión sobrecarga agobio presión caos fatiga presión fatiga.,estrés
2023-10-02,Incertidumbre nervios incertidumbre miedo incertidumbre miedo nervios.,ansiedad
2023-02-10,Miedo presión presión preocupación miedo preocupación miedo presión incertidumbre preocupación incertidumbre nervios miedo.,ansiedad
2024-10-14,Pérdida pérdida solitario llorar vacío solitario nostalgia solitario pérdida nostalgia llorar solitario solitario.,tristeza
2024-06-29,Nostalgia nostalgia llorar pérdida pérdida pérdida vacío llorar pérdida solitario pérdida nostalgia.,tristeza
2022-07-02,Fatiga fatiga sobrecarga sobrecarga sobrecarga caos caos agobio sobrecarga sobrecarga.,estrés
2023-05-12,Conflicto conflicto traición mentira conflicto ira traición.,enojo
2023-08-26,Injusticia ira mentira ira injusticia mentira traición conflicto traición conflicto ira.,enojo
2022-07-03,Traición mentira mentira conflicto conflicto mentira ira.,enojo
2024-08-02,Conflicto ira conflicto ira mentira injusticia ira.,enojo
2022-05-20,Caos sobrecarga caos caos agobio agobio caos agobio caos sobrecarga.,estrés
2024-06-25,Caos sobrecarga presión caos presión sobrecarga caos caos presión caos sobrecarga.,estrés
2023-06-27,Solitario solitario pérdida solitario solitario pérdida solitario solitario pérdida vacío pérdida nostalgia.,tristeza
2024-05-20,Nervios incertidumbre nervios incertidumbre incertidumbre presión.,ansiedad
2024-11-28,Incertidumbre miedo preocupación incertidumbre incertidumbre presión incertidumbre miedo miedo incertidumbre.,ansiedad
2024-04-11,Injusticia injusticia ira conflicto injusticia traición injusticia traición.,enojo
2025-02-18,Conflicto traición traición mentira injusticia conflicto mentira injusticia injusticia conflicto.,enojo
2025-01-28,Vacío vacío solitario pérdida solitario solitario nostalgia llorar solitario nostalgia solitario.,tristeza
2022-12-24,Éxito risas familia éxito logro éxito celebración celebración celebración risas.,felicidad
2024-10-03,Risas éxito celebración familia logro éxito risas logro risas familia logro risas risas.,felicidad
2022-08-11,Incertidumbre miedo presión preocupación nervios preocupación presión presión presión nervios.,ansiedad
2023-05-16,Miedo preocupación nervios presión miedo preocupación nervios miedo.,ansiedad
2024-09-27,Incertidumbre preocupación preocupación preocupación preocupación incertidumbre incertidumbre presión.,ansiedad
2022-11-15,Sobrecarga sobrecarga caos fatiga presión presión agobio.,estrés
2024-08-23,Incertidumbre miedo preocupación incertidumbre miedo incertidumbre nervios preocupación.,ansiedad
2024-08-19,Celebración éxito risas familia celebración éxito risas logro logro éxito éxito.,felicidad
2023-11-25,Pérdida llorar pérdida llorar llorar vacío llorar solitario llorar.,tristeza
2022-03-28,Preocupación preocupación incertidumbre incertidumbre miedo nervios preocupación incertidumbre nervios miedo.,ansiedad
2024-07-01,Solitario llorar llorar pérdida solitario llorar.,tristeza
2023-11-26,Celebración celebración celebración risas risas risas celebración celebración celebración risas.,felicidad
2023-03-03,Fatiga sobrecarga presión presión caos fatiga presión agobio fatiga agobio fatiga sobrecarga.,estrés
2024-07-06,Nervios miedo incertidumbre miedo presión presión nervios miedo miedo presión.,ansiedad
2023-11-07,Celebración logro logro celebración risas familia éxito familia éxito risas risas éxito.,felicidad
2023-05-12,Presión preocupación incertidumbre presión nervios preocupación.,ansiedad
2024-06-09,Caos sobrecarga fatiga sobrecarga caos sobrecarga caos.,estrés
2023-10-18,Preocupación preocupación miedo miedo preocupación presión.,ansiedad
2023-12-11,Sobrecarga agobio caos sobrecarga fatiga fatiga fatiga fatiga presión caos sobrecarga.,estrés
2023-11-19,Logro celebración logro familia éxito logro risas logro risas éxito risas.,felicidad
2025-01-16,Traición ira injusticia injusticia injusticia injusticia mentira ira traición ira.,enojo
2022-06-19,Preocupación presión nervios incertidumbre miedo presión preocupación miedo.,ansiedad
2023-09-07,Presión caos sobrecarga fatiga sobrecarga agobio caos presión caos caos presión sobrecarga.,estrés
2022-07-17,Fatiga agobio fatiga caos agobio presión presión agobio fatiga.,estrés
2024-03-31,Vacío pérdida nostalgia nostalgia pérdida solitario llorar solitario nostalgia solitario.,tristeza
2024-11-15,Sobrecarga caos caos fatiga presión presión sobrecarga fatiga caos.,estrés
2022-12-05,Preocupación miedo incertidumbre miedo incertidumbre presión incertidumbre nervios preocupación incertidumbre preocupación incertidumbre preocupación.,ansiedad
2022-07-05,Risas risas éxito celebración risas risas risas éxito familia.,felicidad
2023-10-17,Sobrecarga caos presión presión presión sobrecarga presión caos caos.,estrés
2023-04-23,Ira mentira conflicto traición ira injusticia mentira injusticia ira conflicto traición injusticia.,enojo
2023-08-29,Traición traición mentira traición conflicto ira ira traición conflicto mentira.,enojo
2024-02-04,Conflicto injusticia injusticia conflicto injusticia ira injusticia injusticia conflicto injusticia injusticia mentira injusticia.,enojo
2024-04-22,Vacío solitario nostalgia solitario pérdida solitario nostalgia vacío.,tristeza
2024-03-23,Nervios incertidumbre nervios presión preocupación nervios.,ansiedad
2022-04-02,Nervios incertidumbre preocupación nervios miedo miedo miedo nervios incertidumbre presión miedo preocupación.,ansiedad
2024-07-24,Caos fatiga fatiga caos presión caos caos caos presión fatiga caos agobio sobrecarga.,estrés
2024-12-16,Vacío pérdida pérdida pérdida nostalgia pérdida pérdida llorar.,tristeza
2023-09-27,Nervios presión incertidumbre presión preocupación preocupación nervios presión preocupación presión miedo.,ansiedad
2023-05-20,Presión nervios miedo nervios presión incertidumbre nervios incertidumbre presión presión preocupación presión incertidumbre.,ansiedad
